제목,카테고리
[기타]황웅근 작가 초청 저자와의 만남 강연 취소 안내,해당없음
"부산대학교(간호학과, 학생과) 미경유 외부장학 수혜현황 제출 안내(~6/12(목) 24시)",해당없음
2025년 2학기 국가장학금 1차 신청 안내 협조 요청,장학금
기간제 유아특수교사 모집 안내,취업 정보
[부산정보산업진흥원] 2025 HACKSIUM 부산 참가자 모집 안내,[공모전] 공학/IT/SW
[연구]2025학년도 SAM분야 융합연구회(PNU-Junior) 지원사업 공모 안내,교육/특강/프로그램
"[부산문화회관] 기획공연 <부산시향과 함께 걷다, 세계 클래식 음악 산책> 단체관람 할인 안내",교육/특강/프로그램
[Summer School] 2025 PNU Summer School Buddy 합격자 공고,교육/특강/프로그램
[부산광역시 연제구] 『지금 우리 학교는』 주동근 작가와의 만남 개최 안내,해당없음
[부산테크노파크] 2025년 대학생 아이디어 경진대회 개최 안내,[공모전] 아이디어/기획
[부산정보산업진흥원] '파이토치로 시작하는 딥러닝 기초' 교육 과정 안내,교육/특강/프로그램
[비교과] 「2025학년도 SAM분야 융합연구회(PNU-Junior) 지원사업」 공모,교육/특강/프로그램
[국립대육성] 「2025학년도 SAM분야 융합연구회(PNU-Junior) 지원사업」 공모 안내,교육/특강/프로그램
[국립대육성] 「2025학년도 SAM분야 융합연구회(PNU-Junior) 지원사업」공모 안내(~6.12.(목)),교육/특강/프로그램
[국립대육성] 「2025학년도 SAM분야 융합연구회(PNU-Junior) 지원사업」공모 안내,교육/특강/프로그램
[한국산업기술시험원] 2025년 하반기 체험형 인턴(청년)공개모집(~6/24),취업 정보
[BGF로지스] 2025년 하계 체험형 인턴 모집 공고 (~6/22),취업 정보
[고용노동부 지원] 2차 미래내일 일경험 프로그램 안내,교육/특강/프로그램
2025년도 부산대학교 소방시설 종합점검 실시 안내,해당없음
[공고] 2025학년도 교육대학원 후기 계약학과 시험장소 및 수험생 유의사항,교육/특강/프로그램
[BGF로지스] 2025년 하계 체험형 인턴 모집 ~6월 22일(일),취업 정보
[국립대육성] 「2025학년도 SAM분야 융합연구회(PNU-Junior) 지원사업」공모 안내,교육/특강/프로그램
[취업] [BGF로지스 하계 체험형 인턴 모집 안내,취업 정보
"넥스트레이드 ATS 30%룰, 삼성전자·두산에너빌리티 등 거래중단 이유와 투자자 영향",취업 정보
전공무관 웨어러블 AI 엣지 컴퓨팅 프로젝트 참가자 모집(~6/30),[공모전] 공학/IT/SW
취업준비생 및 사회초년생 자립 프로그램 참여 안내,교육/특강/프로그램
2025 Samsung Collegiate Programming Challenge : AI 챌린지 개최 안내,교육/특강/프로그램
「2025학년도 SAM분야 융합연구회(PNU-Junior) 지원사업」 시행 안내,교육/특강/프로그램
「부산대학교 대학원 수료후연구생 운영 지침」 제정 알림,해당없음
[대학정보공시센터] 2025 대학알리미 데이터 아이디어 공모전 개최 안내,[공모전] 아이디어/기획
[학과비교과] 2025 통계학과 데이터분석 공모전 (~6/26(목) 17시까지 신청),[공모전] 공학/IT/SW
2025 PNU Hi-Brain 창업동아리 추가 모집 공고,교육/특강/프로그램
"[효원상담원] 불안, 우울, 약물 고민... 병원 가기 전, '띵동상담소'에서 먼저 상담하세요! (6월18일 진료)",교육/특강/프로그램
"2025 주빌리은행 부활, 비영리단체 채권매입 허용과 채무자 재기 지원",해당없음
2025학년도 후기 졸업 관련 공지 및 논문제출기한 안내,해당없음
[학부] 2025학년도 한국장학재단 다문화 및 탈북학생 멘토링 농어촌 특별활동 참여 멘토 모집 안내,봉사활동
[창업지원부] 2025년 창업중심대학 혁신창업리그(클럽리그) 모집 공고,교육/특강/프로그램
[공지] 유아교육과 101호실 사용 안내,해당없음
제8회 세계인문학포럼 발표논문 모집 공고 안내,교육/특강/프로그램
[한국디자인진흥원] 제60회 대한민국디자인전람회 출품 안내(~6/30),[공모전] 미술/디자인/건축
[2025-2] 국제기구 및 연구기관 방문 Research Trip 신청 안내 Research Trip Application Application Notice,교육/특강/프로그램
"더본코리아 브랜드별 할인, 6월 전국 매장 아메리카노·짜장면·덮밥 반값 꿀팁",해당없음
[키엔스코리아] 2025년 상반기 컨설팅 세일즈 신입사원 채용 (~6/24),취업 정보
[변호사시험 응시자 필독] 법무부 변호사시험 부정행위 적발 사례 및 시험관리 강화 안내,해당없음
[홍보·안내] <대학생 안전서포터즈> 시범사업 안내,서포터즈
[2025-1] 국제전문대학원 여름 특별 세미나 GSIS Summer Special Seminar,교육/특강/프로그램
"수락휴 트리하우스형 자연휴양림, LP 감성·예약·이벤트 완벽정리",해당없음
"[학사] 2025-1학기 (전산)출석인정 신청 마감 안내(6/12, 목 13시까지)",해당없음
[미래시민교육원] 2025학년도 여름계절학기 미래시민교육원 수강생 모집 안내,교육/특강/프로그램
기계관지하 1층 국제회의장 시험기간 24시까지 오픈안내-시범기간 6월13일까지,교육/특강/프로그램
[홍보·안내] [부대신문] [효원人side] “박물관 전시는 ‘종합 예술’이죠” 장용준 동문 기사 안내,해당없음
"[수업] 이번 학기 출석인정 온라인 신청 마감일 안내(~6/12, 13시)",해당없음
[취업전략과] (주)오성사 추천채용 안내,취업 정보
「2025학년도 SAM분야 융합연구회(PNU-Junior) 지원사업」공모 안내,교육/특강/프로그램
[화학] [국립대육성] 「2025학년도 SAM분야 융합연구회(PNU-Junior) 지원사업」공모 안내,교육/특강/프로그램
[효원상담원] 기말고사 속 나를 위한 마음챙김! 마음체크하고 마음돌봄배터리로 마음챙김하세요~,교육/특강/프로그램
[한국원자력협력재단] 2025년 하반기 국내 원자력 시설견학 프로그램 신청 안내:6.25(수)까지,해당없음
2025 외국인 유학생 하계방학 취·창업 지원 프로그램 안내,교육/특강/프로그램
부산대학교 기술창업 배치(Batch)프로그램 「P&U TMI(Tech Makes Innovation)」 4기 참가 실험실 모집 공고,교육/특강/프로그램
"2025 민생회복지원금, 전국민·지자체별 지원금 지급방식과 신청방법",해당없음
교육부 제12회 안전한 학교 공모전 개최,[공모전] 기타
[종합교원양성센터] 2025 교육 문제-해결 사례 수기 공모전 안내,[공모전] 문학/수기/에세이
[취업-1365] 2025년 한국인터넷진흥원 전문계약직 채용공고 (~6/17 10:00),취업 정보
｢부산대학교 학칙｣ 일부개정규정(안)에 대한 의견 제출,해당없음
"진짜 일꾼 찾기 프로젝트, 국민추천제 추천대상·신청법 완벽정리",[공모전] 기타
[시설과] 2025학년도 하계방학 근로봉사 장학생 선발 공고,장학금
2025학년도 2학기 스마트가전디지털융합전공(LG전자 취업연계형)​ 입학생 모집,해당없음
하남중학교 기간제 교사 채용,취업 정보
WinGD Korea Design (Piping) 채용 안내,취업 정보
[안내] 관광컨벤션학과 학생들을 위한 취업전략 집중 특강,교육/특강/프로그램
[대학] 2025학년도 1학기 졸업시험 안내,해당없음
명지가온유치원 특수학급 봉사자 모집,봉사활동
[응시자 필독] 2025년도 제1차 변호사시험 모의시험 유의사항 안내,해당없음
2025년 나노메카트로닉스공학과 취업동아리 모집_4팀,취업 정보
[부산대학교병원] 제9회 디지털 헬스케어 MEDICAL HACK 2025,[공모전] 공학/IT/SW
2025학년도 1학기 항공우주공학과 기말고사 일정 및 시험 안내,교육/특강/프로그램
"예스24 해킹 사태, 서비스 복구 일정·KISA·개보위 조사 쟁점",해당없음
"울산 중년남성 출입금지 호프집, 메탈음악·트러블·안내문 이슈",해당없음
[홍보·안내] 부산대학교 교직원 사칭 사기 기승 주의 당부,해당없음
[BK21 대학원혁신] 「2025학년도 BK21 대학원 혁신지원사업」안내 포스터 배포,교육/특강/프로그램
[장학] 2025 외국인 근로 선발 안내(~6/16),해당없음
한국식품연구원 데이터 분석·활용 공모전 홍보 협조 요청,[공모전] 공학/IT/SW
[장학] 공대 전컴 소속 학과 근로장학생 모집(1명) (~6/16까지),장학금
[한국자동차연구원] 2025년 8월 별정직(계약직)모집공고,취업 정보
"국수나무 20th ANNIV, 3일간 잔치국수 3000원 전국 매장 이벤트",해당없음
[취업-1366] 국회사무처 일반직 공무원 경력경쟁채용시험 공고 (~6/20 17:00),취업 정보
[언어교육원] 2025학년도 2차 BK21 참여 대학원생 한국어역량강화 지원 프로그램 신청 안내,교육/특강/프로그램
[한국자동차연구원] 별정직(계약직) 채용공고 (~6/26),취업 정보
[삼성전자] 제11회 삼성전자 대학생 프로그래밍 경진대회 안내,[공모전] 공학/IT/SW
[한국토지주택공사]제16회 국토기술대전 공모전 (~7.25),[공모전] 기타
2025 모의 IMO 총회 홍보 (예선 접수 마감 : 7월 22일(화)),[공모전] 기타
"[부산광역정신건강복지센터] ""괜찮니?"" 캠페인 안내",교육/특강/프로그램
[부산광역시남구] 부산 남구로 버스커 모집 및 버스킹 개최 홍보,[공모전] 기타
[일반공지]질병 또는 부상과 관련한 출석인정에 관한 학과지침,해당없음
창업 교육받고! 시제품 제작비 지원까지![린스타트업(동남권) 프로그램 교육생 모집],교육/특강/프로그램
2025 자율주행 해커톤 경진대회 참가 접수 안내 (6/15까지),[공모전] 공학/IT/SW
[안내] 서울 AI 허브_ AI Seoul Fellow 연구자 모집 안내(~6/18),[공모전] 공학/IT/SW
2025학년도 하반기 물리학과 학부생 인턴 모집(~6/25(수)),취업 정보
홍진기법률연구재단 제10회 홍진기법률연구상 논문 부문 공모 안내,해당없음
경희대학교 '원자로운전 공개강좌(체험과정-1박2일)' 신청 안내:6.27(금)까지,해당없음
스마트시티 자율연구세미나 참석 안내(줌 링크 추가),교육/특강/프로그램
[학부] 2025 졸업논문 선정결과,해당없음
[리걸클리닉센터] 2025 하계 프로보노(법률봉사) 프로그램 참가자 모집 안내,교육/특강/프로그램
[리걸클리닉센터] 2025 하계 프로보노(법률봉사) 프로그램 참가자 모집 안내,교육/특강/프로그램
[일대원/교대원] 논문수정본 제출 안내 : 프로포잘심사자만 해당,해당없음
프로그래머스-여름방학 알고리즘 완전정복 캠프 안내,교육/특강/프로그램
[본아이에프(주)] 2025 신입사원 공개채용,취업 정보
2025년 조선해양미래혁신인재양성센터 사업 프로젝트 실습과정 모집,교육/특강/프로그램
"SKT 해킹·단통법 폐지, 2025 통신 3사 역대급 보조금 전쟁 전망",해당없음
"반디클 청약일정, 분양가, 추첨제·가점제·다자녀 특별공급 FAQ",해당없음
2025년 의류제조기술전수지원 교육생 모집,교육/특강/프로그램
"망원동 월드컵시장 글로벌 문화축제, 야시장·먹거리·체험 부스 완벽정리",교육/특강/프로그램
"대학생 Google AI Pro 무료, ac.kr 메일·VPN·결제프로필 초기화 총정리",[교육/특강/프로그램]
2025년 봉제중급 셔츠제작 과정 교육생 모집,교육/특강/프로그램
2025 경상북도 한복창작해커톤대회 참가팀 모집 공고,[공모전] 미술/디자인/건축
[BK21 대학원혁신실] 2025학년도 1학기 BK21 참여대학원생 해외연수 지원사업 안내(~6월 26일 목요일),교육/특강/프로그램
［대한약침학회］ISAMS 2025 개최 안내,해당없음
2025년 한의학전문대학원 학술대회 안내,교육/특강/프로그램
[홍보·안내] 여성인재데이터베이스 온라인 안내,해당없음
2025학년도 1학기 제1회「교직 적성 및 인성 검사」 고사장 안내,교육/특강/프로그램
"[알림] 기말고사 대비 항공관 강의실 개방(8404, 8405호)",교육/특강/프로그램
[휴복학] 2025학년도 2학기 휴복학 신청기간,해당없음
2025학년도 한의학연구과정 교수 연구주제 공지,교육/특강/프로그램
[2025학년도 1학기] 졸업대상자 제출서류 안내,해당없음
"무순위 청약 최신 변경사항, 실수요자 중심 제도·경쟁률·지역별 차등 적용",해당없음
굿네이버스 국제보건의료 이슈 대응을 위한 대외활동 참가자 모집(~6/29),봉사활동
[홍보·안내] [부산대 KDT] AI·SW 코딩 교육생 모집(AI 데이터 분석 풀스택 웹 개발자 양성과정),해당없음
[대학원혁신] 2025학년도 7월 대학원 비교과 프로그램(PNU-GCCP) 운영 안내,교육/특강/프로그램
[ubc 울산방송] '2025 울산조선해양축제 기발한 배 아이디어 공모전' 개최 안내,[공모전] 아이디어/기획
[KEIT 안내] 산업통상자원부 공공데이터 활용 아이디어 공모전 안내,[공모전] 아이디어/기획
[채용]2025 쿠팡이츠 테크 신입 개발자 공개채용 안내,취업 정보
[KIOST] 탐사선 승선 참여자 모집 안내,해당없음
[급구] 센텀중학교 수학 시간강사를 구합니다.,취업 정보
[대학원혁신실] 2025학년도 대학원 비교과 프로그램(PNU-GCCP) 운영 계획 안내,교육/특강/프로그램
[부산광역시] 2025 「제2차 청년 대상 합의 형성 토론회」 영남권 행사 안내,해당없음
[부산광역시] '2025 청년문화포럼' 개최 안내,교육/특강/프로그램
[부산광역시] 전국(장애인)체전 자원봉사자 모집 안내,봉사활동
[한국전문간호사협회] 2025년 정책세미나 참석 안내,교육/특강/프로그램
[한국장학재단] 2025학년도 「푸른등대 NH농협은행 대학생 재능봉사 캠프」 멘토(팀) 모집 안내,봉사활동
[대한적십자사/부산혈액원] 생명나눔 '사랑의 헌혈' 실시,봉사활동
[부산대학교 창업지원단] 2025년 창업중심대학 창업톡(2)-스타트업 투자유치 로드맵 특강,교육/특강/프로그램
[부산대학교 창업지원단] 2025년 창업중심대학 『IP 창업 그라운드』 프로그램 개최 안내,교육/특강/프로그램
[대학원혁신실] 2025학년도 대학원 비교과 프로그램(PNU-GCCP) 운영 계획 안내 및 홍보 협조 요청,교육/특강/프로그램
여름방학 중 방과후과정 지원인력 채용 공고,취업 정보
"상추 세척법, 식초로 농약·벌레 완벽 제거하는 방법 총정리",해당없음
"농심 신라면 황금라면티켓, 히스토리 패키지·경품 응모 방법 안내",[공모전] 기타
"서초 메이플자이 출입구 논란, 1층·지하 진입 구조와 입주민 불만 정리",해당없음
"고칼슘 딸기크림 롤케이크·초코바나나빵 식중독, 증상·회수·주의사항",해당없음
에어컨 고장 증상별 셀프 진단과 여름철 관리 꿀팁,해당없음
2025 상반기 흥국화재 채용연계형 인턴 모집,취업 정보
[대학원혁신] 2025학년도 7월 대학원 비교과프로그램(PNU-GCCP) 운영 안내,교육/특강/프로그램
황종흘 펠로우십 지원자 모집,해당없음
"롯데시네마 알사탕 무료 관람, 유아 증빙서류·좌석·이용법 정리",해당없음
"폐가전 무상수거 서비스, 신청방법·수거품목·주의사항 총정리",해당없음
"대통령 선물·기념품, 국내외 주요 사례·구매·의미 완벽정리",해당없음
"노브랜드 10주년, 최초 출시가 행사·운동화·장바구니 증정 이벤트",해당없음
"한국 LK-99 초전도체 특허, 퀀텀에너지연구소 실험·기술성·논란 정리",[공모전] 공학/IT/SW
2025년 공과대학 IoT 복합화상방재 시스템 수요조사 안내,[공모전] 공학/IT/SW
[로운 샤브샤브] 애슐리가 운영하는 로운 샤브샤브 NC부산대점 6월 혜택 안내,해당없음
"정밀전공 석사종심일정(6/24,10시30분부터), 석사 종심제출서류 및 최종논문제출일정안내(7/2까지 제본한 논문제출)",해당없음
[부산광역시] 부산청년응원 프로젝트 <영(YOUNG)부산> 진행 안내,[공모전] 아이디어/기획
[폭스바겐그룹코리아] 2025 H2 INTERNSHIP PROGRAM(~6/29),취업 정보
[연구]2025 개도국 초청 연수(자원순환 분야) 전공 학생 초청안내,해당없음
[취업-1367] 울산광역시 임기제공무원 임용시험 시행계획 공고(~6/26 목 18:00),취업 정보
"[사단법인 올] 직장 갑질119 윤지영 변호사 초청 포럼 ""안녕하세요 한국의 여성노동자들"" 행사 안내(6/24 화 19:00)",교육/특강/프로그램
[홍보·안내] 인문사회 융합인재양성사업 2025 HUSS 융합캠프 개최에 따른 참가자 모집 안내,교육/특강/프로그램
[2026 부산대학교 개교 80주년 기념 슬로건 공모전] 선정작 발표일 변경 안내,[공모전] 기타
[2025-2] 휴·복학 신청 Leave of Absence or Return to School,해당없음
2025 인천 해수욕장 추천,해당없음
수산대전 상품권 사용법,해당없음
새출발기금 채무조정자 전세대출 가능해진 이유,해당없음
2025년 창업중심대학 『2025 패션 솔버톤』 모집공고,[공모전] 미술/디자인/건축
[한국 코카-콜라] 원더플 캠페인 시즌6 캠퍼스 챌린지 리더 모집 (~6.22),교육/특강/프로그램
[홍보·안내] 2025학년도 1학기 중간고사 기간에 따른 학과사무실 방문 제한 안내(6/17 ~ 6/24),해당없음
[교육부] 마약류 이용 성범죄 예방 안내,교육/특강/프로그램
[키움증권] 키움 디지털 아카데미 2기생 모집 홍보 (~7/10),교육/특강/프로그램
IDEC 시스템반도체설계분야 인재 양성 교육 안내,해당없음
[키움증권] 키움 디지털 아카데미 2기생 모집 (~7/10),교육/특강/프로그램
[장학_학부] 2025학년도 1학기 경헌장학금(발전기금) 장학생 추천 요청,장학금
[울산광역시 남구] 우듬지 인재키움 사업 장학생 모집기간 연장 안내,장학금
"[리도 마티네(원윤희 강의전담교수님 특강)] 시와 음악, 그리고 이야기",교육/특강/프로그램
2025학년도 1학기 경헌장학금(발전기금) 장학생 추천(~6/23),장학금
2025학년도 1학기 경헌장학금(발전기금) 장학생 선발 안내,장학금
[외국인] 2025학년도 1학기 경헌장학금(발전기금) 장학생 신청,장학금
[한국디자인진흥원] 디자인코리아 2025 개최(11/12~16)_잡페어 프로그램 함께 진행,해당없음
[JTI코리아] 2025년 하반기 JTI Korea 인턴십 모집 (~6/24),취업 정보
제2기 초록우산 대학생 멤버십 참가자 모집,해당없음
[장학] 2025학년도 1학기 경헌장학금(발전기금) 장학생 선발,장학금
급수 중단 안내,해당없음
[사범대 교직부] 2025학년도 「학교현장이해」 심화과정 실시 및 신청 안내,교육/특강/프로그램
"[수업] 25-2 2025-2. 학부,대학원 시간표 (1안) 공지",해당없음
"부울경지부학회 대중강연(6/27(금) 11:00, 국립부경대학교 대연캠퍼스 대학극장)",교육/특강/프로그램
[학부][2025 슬기로운 교사생활] 신청 안내,교육/특강/프로그램
[학부] [LX판토스] 2025 상반기 NEXT ESG 공모전 안내,해당없음
[교직] 「2025 슬기로운 교사생활」 신청 안내,교육/특강/프로그램
[3학년 대상] 비교과 프로그램(간호시뮬레이션 체험 신청 안내),교육/특강/프로그램
[에너지신산업]2025학년도 에너지신산업 분야 해외/국내 전문가 초청 『페로브스카이트 실험·실습 특강』,교육/특강/프로그램
"[대한상공회의소] 금산분리 규제 개선 세미나 개최 안내(7/2 수, 10:00 대한상공회의소 의원회의실)",교육/특강/프로그램
[LX판토스] 2025 상반기 NEXT ESG 미래를 설계하는 아이디어 챌린지 (~6/29),[공모전] 아이디어/기획
2025년 장애인 건강권 교육 참여 안내,교육/특강/프로그램
[장학] 2025학년도 1학기 경헌장학금(발전기금) 장학생 추천,장학금
[학사과]2025학년도 2학기 특수대학원 수료자의 무논문 학위취득 신청 계획 안내,해당없음
[부산울산지방병무청] 현역 모집병 모집 (2025년 7월),해당없음
[한국교통안전공단] 2025년 제3차 기간제근로자 통합채용 공고(~7/2),해당없음
부산광복원정대 참가 신청 안내(6/19 목요일 오전 10시까지),해당없음
2025학년도 한의학전문대학원 교육프로그램 평가 분석 근로장학생 선발 공고,장학금
[학사과]2025학년도 2학기 대학원 전과 및 전공변경 신청계획 안내,해당없음
2025년 부산대학교 조교협희외 워크숍 및 직무연수 개최 안내,교육/특강/프로그램
[행사] AI BUS 2025:AI BUSAN 컨퍼런스 안내(7/15(화)-16(수)),교육/특강/프로그램
나노과학기술대학 펜토미노 교육과정 이수 안내,교육/특강/프로그램
2025년 한국국제협력단(KOICA) 일반직 및 공무직 채용 공고 (~7/3),취업 정보
[부산경제진흥원] 2025 부산청년이스포츠대회 홍보,[공모전] 기타
[대학적립자사/부산혈액원] 교내 사랑의 현혈 운동 - 일시/장소 안내,봉사활동
[2025-1] 국제전문대학원 신임 교수 소개 Introduction of the New Professor at GSIS,교육/특강/프로그램
[콘텐츠분쟁조정위원회] 법학전문대학원 재학생 대상 콘텐츠 미디어 엔터테인먼트법 교육 아카데미 2025 신청 안내(~ 6/22 일),교육/특강/프로그램
"[장학] 2025-1학기 경헌장학금(동남아,다문화) 장학생 추천 안내(~6/25 9시)",장학금
"[취업-1368] 2025년 대한법률구조공단 실무수습변호사 추가 선발 안내(~ 6/23, 월 18:00)",해당없음
"광복 80년, 제9회 대한민국 국가상징 디자인 공모전 접수(~6/30)",[공모전] 미술/디자인/건축
2025학년도 하반기 부산대학교 간호대학 겸임교원 초빙 공고,해당없음
2025학년도 하반기 부산대학교 치의학전문대학원 겸임교원 채용 공고,취업 정보
2025년 국립부산과학관 여름학기 교육봉사단 모집 안내,봉사활동
[한국민족문화연구소][공동주최 학술대회] 젠더와 로컬리티: 구술을 통한 교차적 관점,교육/특강/프로그램
(포스텍 주최) 2025 가속기 여름학교 개최 및 신청 안내,교육/특강/프로그램
[에너지신산업] Energy Up! 2025에너지신산업 혁신융합대학 Energy Camp 참가자모집,[공모전] 공학/IT/SW
선배와 손잡(Job) 멘토링 프로그램 안내,해당없음
2025학년도 제17기 선배와 손잡(Job)기(멘토링 프로그램) 멘티 모집 안내(재학생),해당없음
2025 융합캠프 참가자 모집 안내,교육/특강/프로그램
[NEXON] 2025 넥슨 게임잼 '재밌넥' 홍보 요청(~6/26),해당없음
[장학] 2025년 부산지역인재 장학금 모집 공고(~6/20까지),장학금
[에너지신산업] Energy Up! 글로벌·취업역량강화 Series 현장학습 유럽 가보자KU(가보자구) [고려대 사업단],해당없음
[DRB오토모티브] 2025년 3분기 신입사원 채용공고 안내(~6/30),취업 정보
[부산대학교 K-HP] 군집비행 드론(드론쇼)의 기술이해 및 비행제어(무료특강) 수강생 모집,교육/특강/프로그램
[부산대학교 K-HP] 군집비행 드론(드론쇼)의 기술이해 및 비행제어(무료특강) 수강생 모집,교육/특강/프로그램
"[부산대학교 창업지원단] 2025년 BUSAN Slush'D, 크루즈 위에서 열리는 색다른 창업 페스티벌!",교육/특강/프로그램
KT에이블스쿨 8기 모집 안내,서포터즈
[취업전략과]2025학년도 대기업 취업특화 프로그램(1차-산업별 채용트렌드 및 취업전략) 참가자 모집,교육/특강/프로그램
[지자체 및 교육청 온라인 멘토링 사업] 대학생 멘토단 모집 홍보,해당없음
[포트폴리오 세미나 2차] 진로 고민 속에서 성장한 학생의 리얼 포트폴리오 제작기 공개!,교육/특강/프로그램
[국립대육성] 2025학년도 사회학과 학술문화제 참가 신청 안내,해당없음
[개인정보보호위원회] 2025년 제3회 개인정보보호 모의재판 경연대회 개최 안내(예선 접수 : ~ 7/4 금),[공모전] 기타
[홍보·안내] 2025학년도 여름방학 기간 인문관 전체 화장실 공사에 따른 시설물 사용제한 안내,해당없음
2025 차세대 여성과학자 글로벌 웨비나 참가자 모집 안내(연장),해당없음
2025년 2학기 청년창업농장학금 신청 안내,장학금
[KISTEP 채용] 제2025-2회 정규직 공개채용,취업 정보
[창업지원단] 2025년 창업중심대학 스타트업 페스타 BUSAN Slush'D 참가자 모집,교육/특강/프로그램
논리회로 기말고사 성적,해당없음
[현대자동차] 2025 계약학과 모집 (~7/7),취업 정보
서울·경기·지방 50m 수영장 총정리,해당없음
2025 유니버설디자인 교육 안내,교육/특강/프로그램
[효원상담원] 마음의 응급처치를 배우는 심리기술훈련 1차 참가자 모집(~6월 22일까지 신청),교육/특강/프로그램
[출판문화원] 2025학년도 2학기 강의교재 출판신청 안내,해당없음
[한국원자력협력재단] 국게기구 인사 담당자 초청 대학생 대상 행사 안내:7.11(금)14시,교육/특강/프로그램
[양정인력개발센터] 2025년 취업특화 관광·MICE·컨벤션 취업과정 안내,해당없음
2025학년도 2학기 정규학기 해외파견 자비 프로그램 선발 안내,교육/특강/프로그램
[포트폴리오 세미나 3차] 대기업 R&D 선배가 직접 알려주는  취업·진학·공모전 다 되는 포트폴리오 작성법,교육/특강/프로그램
[영화연구소] 2025 여름철 학술대회 <동아시아 영화의 얼굴과 풍경> 안내,교육/특강/프로그램
[GC녹십자] 2025 채용전제형 인턴 모집 (~7/7),취업 정보
볼필터코리아 주식회사 추천채용 안내,취업 정보
[삼성전자 DS부문] 샤이닝스타 7기 모집 안내,서포터즈
"[동명대학교] 부산 콘텐츠코리아 랩 B-CON 창작과정 ""디지털 송라이터: A.I.로 횡단하는 뮤직 프로듀서"" 시행 안내",해당없음
[3학년 재학생 중 희망자] 2025학년도 학교현장이해 심화과정 실습 신청 안내,해당없음
[부산광역시] 「2025 월드 스마트시티 엑스포(world smartcity expo)」 개최 안내,해당없음
[재공지] 학부연구생 모집 안내 _ 지능형중성자과학및응용방사선학연구실(이승욱교수님),해당없음
[한국연구재단] 2025년 4단계 BK21사업 우수 대학원생 국제 공동연수 지원 추가 공고(~7/16(수)),해당없음
[부산정보산업진흥원] 그린데이터센터 전문인력양성 교육 안내,교육/특강/프로그램
[영도구 도서관] 2025년 영도도서관 남항분관 여름방학 '어깨동무 English Mentor' 모집 안내,봉사활동
2025학년도 2학기 PNU Buddy 모집,교육/특강/프로그램
성실상환자도 이자지원! 2025 추경 채무조정 핵심 가이드,해당없음
HD현대그룹에서 2025학년도 2학기 채용연계형 현장실습학기제,취업 정보
2025년 클라우드컴퓨팅 부트캠프 참가자 모집 공고,[공모전] 공학/IT/SW
2025학년도 2학기 단위기관 협정에 따른 교환학생 추천 요청 및 PNU 장학금 지원 안내(~7.18.(금)),장학금
[효원상담원] 마음건강정보 No.4 부산광역시 진구/북구 정신건강증진사업,해당없음
[안내/HD현대] 2025학년도 2학기 채용연계형 현장실습학기제 홍보,취업 정보
[ICT이노베이션스퀘어] 파이토치로 시작하는 딥러닝 기초 교육 신청 안내,교육/특강/프로그램
[모집] 2025 K-ICT WEEK in BUSAN 참가 학생 모집,[공모전] 공학/IT/SW
[학점교류·파견] 단위기관과 해외대학 간 학술교류협정에 따른 파견 교환학생 추천 안내,교육/특강/프로그램
[학사] 2025학년도 2학기 교육과정 개정(이론실습시수 변경) 안내,해당없음
[SW융합교육원] 2025 K-ICT WEEK in BUSAN 프로젝트 전시·홍보 참가 학생 모집,[공모전] 공학/IT/SW
[부산대 IDEC] 2025년 하계 강좌 실시,해당없음
[학부] [삼성전자 DS부문] 샤이닝스타 7기 모집 안내,서포터즈
[학사] 전공선택 교과목 수강인원 제한 및 증원 관련 안내,해당없음
[일반대학원] 2025년 여름방학 기록관리 현장실습 신청 안내,취업 정보
대한여성치과의사회 멘토 멘티 만남의 날 참가 안내,봉사활동
경북대학교 지구시스템과학부 해양학전공 해양생지화학 연구실 랩테크니션(Lab-technician) 채용 공고,해당없음
"[한국문화예술교육진흥원] 2025 꿈다락 문화에술학교 『잇다, 필름』 참가 안내",[공모전] 미술/디자인/건축
2025학년도 하반기 통합예술치료학과 겸임교원 채용 공고,취업 정보
"[공익인권법재단 공감] 제31회 공감 인권법캠프 개최 안내(7/22 화, 서울)",해당없음
[법원행정처] 2026년도 재판연구원 임용 계획 공고,해당없음
[교대원] 2025학년도 2학기 수료자 무논문 학위제 신청 접수 알림,해당없음
"여성연구소 남성성 강좌 ""남자들의 수다"" 개최 안내",교육/특강/프로그램
"여성연구소 시민강좌 ""우리는 함께 살아간다"" 개최 안내",교육/특강/프로그램
[공통] [국제협력실]-프랑스 국립과학원(CNRS) 설명회 개최 안내,교육/특강/프로그램
"학부연구생 모집 (첨단생산 및 광계측실험실, PI: 김양진)",해당없음
[국젷,교육/특강/프로그램
[교수학습지원센터] '의생명 교육에서의 메타버스 활용: 실기시험 중심으로' 신청 안내,교육/특강/프로그램
"[효원상담원] 도박, 마약, 인터넷/스마트폰 과의존, 알코올 문제 예방교육 신청 안내(상시교육)",교육/특강/프로그램
[K-ICT빅데이터센터] 2025 데이터 크리에이터 캠프(접수마감 ~7/21),[공모전] 공학/IT/SW
"[ICT인턴십] 2025년 ICT인턴십 *학점 비연계 트랙* 실습생(학생) 모집 안내(~7/10(목), 15:00)",취업 정보
[금정구육아종합지원센터] 보육전문요원 채용공고,취업 정보
UNIST(울산과학기술원) 육아휴직 대체인력 채용 공고,취업 정보
2025년 한·일 국가간 청소년교류 파견대표단 및 초청운영진 모집 안내,교육/특강/프로그램
